@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
102,'2019/04/30 13:05:43:439',18,-0.352691,-0.007682,0.409071,-0.147512,-0.417839,-0.838685,-1.008466,-1.088335,-0.883966,-0.305753,-0.352691,-0.007682,0.409071,-0.147512,-0.417839,-0.838685,-1.008466,-1.088335,-0.883966,-0.305753,3
103,'2019/04/30 13:05:43:457',18,-0.007682,0.409071,-0.147512,-0.417839,-0.838685,-1.008466,-1.088335,-0.883966,-0.305753,-0.35373,-0.007682,0.409071,-0.147512,-0.417839,-0.838685,-1.008466,-1.088335,-0.883966,-0.305753,-0.35373,3
104,'2019/04/30 13:05:43:474',18,0.409071,-0.147512,-0.417839,-0.838685,-1.008466,-1.088335,-0.883966,-0.305753,-0.35373,-0.828581,0.409071,-0.147512,-0.417839,-0.838685,-1.008466,-1.088335,-0.883966,-0.305753,-0.35373,-0.828581,3
105,'2019/04/30 13:05:43:499',18,-0.147512,-0.417839,-0.838685,-1.008466,-1.088335,-0.883966,-0.305753,-0.35373,-0.828581,-1.075036,-0.147512,-0.417839,-0.838685,-1.008466,-1.088335,-0.883966,-0.305753,-0.35373,-0.828581,-1.075036,3
106,'2019/04/30 13:05:43:499',18,-0.417839,-0.838685,-1.008466,-1.088335,-0.883966,-0.305753,-0.35373,-0.828581,-1.075036,-0.376572,-0.417839,-0.838685,-1.008466,-1.088335,-0.883966,-0.305753,-0.35373,-0.828581,-1.075036,-0.376572,3
107,'2019/04/30 13:05:43:524',18,-0.838685,-1.008466,-1.088335,-0.883966,-0.305753,-0.35373,-0.828581,-1.075036,-0.376572,0.123589,-0.838685,-1.008466,-1.088335,-0.883966,-0.305753,-0.35373,-0.828581,-1.075036,-0.376572,0.123589,3
108,'2019/04/30 13:05:43:542',18,-1.008466,-1.088335,-0.883966,-0.305753,-0.35373,-0.828581,-1.075036,-0.376572,0.123589,0.57209,-1.008466,-1.088335,-0.883966,-0.305753,-0.35373,-0.828581,-1.075036,-0.376572,0.123589,0.57209,3
109,'2019/04/30 13:05:43:565',18,-1.088335,-0.883966,-0.305753,-0.35373,-0.828581,-1.075036,-0.376572,0.123589,0.57209,0.160286,-1.088335,-0.883966,-0.305753,-0.35373,-0.828581,-1.075036,-0.376572,0.123589,0.57209,0.160286,3
110,'2019/04/30 13:05:43:565',18,-0.883966,-0.305753,-0.35373,-0.828581,-1.075036,-0.376572,0.123589,0.57209,0.160286,0.03251,-0.883966,-0.305753,-0.35373,-0.828581,-1.075036,-0.376572,0.123589,0.57209,0.160286,0.03251,3
111,'2019/04/30 13:05:43:592',18,-0.305753,-0.35373,-0.828581,-1.075036,-0.376572,0.123589,0.57209,0.160286,0.03251,0.279595,-0.305753,-0.35373,-0.828581,-1.075036,-0.376572,0.123589,0.57209,0.160286,0.03251,0.279595,3
112,'2019/04/30 13:05:43:614',18,-0.35373,-0.828581,-1.075036,-0.376572,0.123589,0.57209,0.160286,0.03251,0.279595,0.170728,-0.35373,-0.828581,-1.075036,-0.376572,0.123589,0.57209,0.160286,0.03251,0.279595,0.170728,3
113,'2019/04/30 13:05:43:614',18,-0.828581,-1.075036,-0.376572,0.123589,0.57209,0.160286,0.03251,0.279595,0.170728,-0.198187,-0.828581,-1.075036,-0.376572,0.123589,0.57209,0.160286,0.03251,0.279595,0.170728,-0.198187,3
114,'2019/04/30 13:05:43:642',18,-1.075036,-0.376572,0.123589,0.57209,0.160286,0.03251,0.279595,0.170728,-0.198187,-0.079475,-1.075036,-0.376572,0.123589,0.57209,0.160286,0.03251,0.279595,0.170728,-0.198187,-0.079475,3
115,'2019/04/30 13:05:43:666',18,-0.376572,0.123589,0.57209,0.160286,0.03251,0.279595,0.170728,-0.198187,-0.079475,-0.079475,-0.376572,0.123589,0.57209,0.160286,0.03251,0.279595,0.170728,-0.198187,-0.079475,-0.079475,3
116,'2019/04/30 13:05:43:666',18,0.123589,0.57209,0.160286,0.03251,0.279595,0.170728,-0.198187,-0.079475,-0.079475,1.269451,0.123589,0.57209,0.160286,0.03251,0.279595,0.170728,-0.198187,-0.079475,-0.079475,1.269451,3
117,'2019/04/30 13:05:43:682',18,0.57209,0.160286,0.03251,0.279595,0.170728,-0.198187,-0.079475,-0.079475,1.269451,0.606407,0.57209,0.160286,0.03251,0.279595,0.170728,-0.198187,-0.079475,-0.079475,1.269451,0.606407,3
118,'2019/04/30 13:05:43:697',18,0.160286,0.03251,0.279595,0.170728,-0.198187,-0.079475,-0.079475,1.269451,0.606407,0.408555,0.160286,0.03251,0.279595,0.170728,-0.198187,-0.079475,-0.079475,1.269451,0.606407,0.408555,3
119,'2019/04/30 13:05:43:721',18,0.03251,0.279595,0.170728,-0.198187,-0.079475,-0.079475,1.269451,0.606407,0.408555,0.585344,0.03251,0.279595,0.170728,-0.198187,-0.079475,-0.079475,1.269451,0.606407,0.408555,0.585344,3
120,'2019/04/30 13:05:43:741',18,0.279595,0.170728,-0.198187,-0.079475,-0.079475,1.269451,0.606407,0.408555,0.585344,0.816816,0.279595,0.170728,-0.198187,-0.079475,-0.079475,1.269451,0.606407,0.408555,0.585344,0.816816,3
121,'2019/04/30 13:05:43:761',18,0.170728,-0.198187,-0.079475,-0.079475,1.269451,0.606407,0.408555,0.585344,0.816816,0.75769,0.170728,-0.198187,-0.079475,-0.079475,1.269451,0.606407,0.408555,0.585344,0.816816,0.75769,3
122,'2019/04/30 13:05:43:792',18,-0.198187,-0.079475,-0.079475,1.269451,0.606407,0.408555,0.585344,0.816816,0.75769,0.035552,-0.198187,-0.079475,-0.079475,1.269451,0.606407,0.408555,0.585344,0.816816,0.75769,0.035552,3
123,'2019/04/30 13:05:43:792',18,-0.079475,-0.079475,1.269451,0.606407,0.408555,0.585344,0.816816,0.75769,0.035552,0.138608,-0.079475,-0.079475,1.269451,0.606407,0.408555,0.585344,0.816816,0.75769,0.035552,0.138608,3
124,'2019/04/30 13:05:43:811',18,-0.079475,1.269451,0.606407,0.408555,0.585344,0.816816,0.75769,0.035552,0.138608,0.437451,-0.079475,1.269451,0.606407,0.408555,0.585344,0.816816,0.75769,0.035552,0.138608,0.437451,3
125,'2019/04/30 13:05:43:830',18,1.269451,0.606407,0.408555,0.585344,0.816816,0.75769,0.035552,0.138608,0.437451,0.469348,1.269451,0.606407,0.408555,0.585344,0.816816,0.75769,0.035552,0.138608,0.437451,0.469348,3
126,'2019/04/30 13:05:43:846',18,0.606407,0.408555,0.585344,0.816816,0.75769,0.035552,0.138608,0.437451,0.469348,0.28215,0.606407,0.408555,0.585344,0.816816,0.75769,0.035552,0.138608,0.437451,0.469348,0.28215,3
127,'2019/04/30 13:05:43:870',18,0.408555,0.585344,0.816816,0.75769,0.035552,0.138608,0.437451,0.469348,0.28215,0.411525,0.408555,0.585344,0.816816,0.75769,0.035552,0.138608,0.437451,0.469348,0.28215,0.411525,3
128,'2019/04/30 13:05:43:871',18,0.585344,0.816816,0.75769,0.035552,0.138608,0.437451,0.469348,0.28215,0.411525,0.431583,0.585344,0.816816,0.75769,0.035552,0.138608,0.437451,0.469348,0.28215,0.411525,0.431583,3
129,'2019/04/30 13:05:43:899',18,0.816816,0.75769,0.035552,0.138608,0.437451,0.469348,0.28215,0.411525,0.431583,0.579868,0.816816,0.75769,0.035552,0.138608,0.437451,0.469348,0.28215,0.411525,0.431583,0.579868,3
130,'2019/04/30 13:05:43:915',18,0.75769,0.035552,0.138608,0.437451,0.469348,0.28215,0.411525,0.431583,0.579868,0.587131,0.75769,0.035552,0.138608,0.437451,0.469348,0.28215,0.411525,0.431583,0.579868,0.587131,3
131,'2019/04/30 13:05:43:931',18,0.035552,0.138608,0.437451,0.469348,0.28215,0.411525,0.431583,0.579868,0.587131,1.039927,0.035552,0.138608,0.437451,0.469348,0.28215,0.411525,0.431583,0.579868,0.587131,1.039927,3
132,'2019/04/30 13:05:43:951',18,0.138608,0.437451,0.469348,0.28215,0.411525,0.431583,0.579868,0.587131,1.039927,2.016599,0.138608,0.437451,0.469348,0.28215,0.411525,0.431583,0.579868,0.587131,1.039927,2.016599,3
133,'2019/04/30 13:05:43:976',18,0.437451,0.469348,0.28215,0.411525,0.431583,0.579868,0.587131,1.039927,2.016599,2.096664,0.437451,0.469348,0.28215,0.411525,0.431583,0.579868,0.587131,1.039927,2.016599,2.096664,3
134,'2019/04/30 13:05:44:098',18,0.469348,0.28215,0.411525,0.431583,0.579868,0.587131,1.039927,2.016599,2.096664,1.868585,0.469348,0.28215,0.411525,0.431583,0.579868,0.587131,1.039927,2.016599,2.096664,1.868585,3
135,'2019/04/30 13:05:44:098',18,0.28215,0.411525,0.431583,0.579868,0.587131,1.039927,2.016599,2.096664,1.868585,1.646247,0.28215,0.411525,0.431583,0.579868,0.587131,1.039927,2.016599,2.096664,1.868585,1.646247,3
136,'2019/04/30 13:05:44:127',18,0.411525,0.431583,0.579868,0.587131,1.039927,2.016599,2.096664,1.868585,1.646247,1.308972,0.411525,0.431583,0.579868,0.587131,1.039927,2.016599,2.096664,1.868585,1.646247,1.308972,3
137,'2019/04/30 13:05:44:127',18,0.431583,0.579868,0.587131,1.039927,2.016599,2.096664,1.868585,1.646247,1.308972,1.362805,0.431583,0.579868,0.587131,1.039927,2.016599,2.096664,1.868585,1.646247,1.308972,1.362805,3
138,'2019/04/30 13:05:44:127',18,0.579868,0.587131,1.039927,2.016599,2.096664,1.868585,1.646247,1.308972,1.362805,1.709998,0.579868,0.587131,1.039927,2.016599,2.096664,1.868585,1.646247,1.308972,1.362805,1.709998,3
139,'2019/04/30 13:05:44:127',18,0.587131,1.039927,2.016599,2.096664,1.868585,1.646247,1.308972,1.362805,1.709998,1.749642,0.587131,1.039927,2.016599,2.096664,1.868585,1.646247,1.308972,1.362805,1.709998,1.749642,3
140,'2019/04/30 13:05:44:127',18,1.039927,2.016599,2.096664,1.868585,1.646247,1.308972,1.362805,1.709998,1.749642,2.363735,1.039927,2.016599,2.096664,1.868585,1.646247,1.308972,1.362805,1.709998,1.749642,2.363735,3
141,'2019/04/30 13:05:44:127',18,2.016599,2.096664,1.868585,1.646247,1.308972,1.362805,1.709998,1.749642,2.363735,2.616544,2.016599,2.096664,1.868585,1.646247,1.308972,1.362805,1.709998,1.749642,2.363735,2.616544,3
142,'2019/04/30 13:05:44:127',18,2.096664,1.868585,1.646247,1.308972,1.362805,1.709998,1.749642,2.363735,2.616544,2.100636,2.096664,1.868585,1.646247,1.308972,1.362805,1.709998,1.749642,2.363735,2.616544,2.100636,3
143,'2019/04/30 13:05:44:127',18,1.868585,1.646247,1.308972,1.362805,1.709998,1.749642,2.363735,2.616544,2.100636,1.511055,1.868585,1.646247,1.308972,1.362805,1.709998,1.749642,2.363735,2.616544,2.100636,1.511055,3
144,'2019/04/30 13:05:44:155',18,1.646247,1.308972,1.362805,1.709998,1.749642,2.363735,2.616544,2.100636,1.511055,1.511055,1.646247,1.308972,1.362805,1.709998,1.749642,2.363735,2.616544,2.100636,1.511055,1.511055,3
145,'2019/04/30 13:05:44:155',18,1.308972,1.362805,1.709998,1.749642,2.363735,2.616544,2.100636,1.511055,1.511055,0.68407,1.308972,1.362805,1.709998,1.749642,2.363735,2.616544,2.100636,1.511055,1.511055,0.68407,3
146,'2019/04/30 13:05:44:172',18,1.362805,1.709998,1.749642,2.363735,2.616544,2.100636,1.511055,1.511055,0.68407,0.936717,1.362805,1.709998,1.749642,2.363735,2.616544,2.100636,1.511055,1.511055,0.68407,0.936717,3
147,'2019/04/30 13:05:44:187',18,1.709998,1.749642,2.363735,2.616544,2.100636,1.511055,1.511055,0.68407,0.936717,0.410651,1.709998,1.749642,2.363735,2.616544,2.100636,1.511055,1.511055,0.68407,0.936717,0.410651,3
148,'2019/04/30 13:05:44:203',18,1.749642,2.363735,2.616544,2.100636,1.511055,1.511055,0.68407,0.936717,0.410651,-0.15544,1.749642,2.363735,2.616544,2.100636,1.511055,1.511055,0.68407,0.936717,0.410651,-0.15544,3
149,'2019/04/30 13:05:44:221',18,2.363735,2.616544,2.100636,1.511055,1.511055,0.68407,0.936717,0.410651,-0.15544,-1.094989,2.363735,2.616544,2.100636,1.511055,1.511055,0.68407,0.936717,0.410651,-0.15544,-1.094989,3
150,'2019/04/30 13:05:44:237',18,2.616544,2.100636,1.511055,1.511055,0.68407,0.936717,0.410651,-0.15544,-1.094989,-0.890338,2.616544,2.100636,1.511055,1.511055,0.68407,0.936717,0.410651,-0.15544,-1.094989,-0.890338,3
151,'2019/04/30 13:05:44:254',18,2.100636,1.511055,1.511055,0.68407,0.936717,0.410651,-0.15544,-1.094989,-0.890338,-0.8226,2.100636,1.511055,1.511055,0.68407,0.936717,0.410651,-0.15544,-1.094989,-0.890338,-0.8226,3
152,'2019/04/30 13:05:44:270',18,1.511055,1.511055,0.68407,0.936717,0.410651,-0.15544,-1.094989,-0.890338,-0.8226,-1.030353,1.511055,1.511055,0.68407,0.936717,0.410651,-0.15544,-1.094989,-0.890338,-0.8226,-1.030353,3
153,'2019/04/30 13:05:44:287',18,1.511055,0.68407,0.936717,0.410651,-0.15544,-1.094989,-0.890338,-0.8226,-1.030353,-0.498375,1.511055,0.68407,0.936717,0.410651,-0.15544,-1.094989,-0.890338,-0.8226,-1.030353,-0.498375,3
154,'2019/04/30 13:05:44:304',18,0.68407,0.936717,0.410651,-0.15544,-1.094989,-0.890338,-0.8226,-1.030353,-0.498375,0.124017,0.68407,0.936717,0.410651,-0.15544,-1.094989,-0.890338,-0.8226,-1.030353,-0.498375,0.124017,3
155,'2019/04/30 13:05:44:321',18,0.936717,0.410651,-0.15544,-1.094989,-0.890338,-0.8226,-1.030353,-0.498375,0.124017,0.148661,0.936717,0.410651,-0.15544,-1.094989,-0.890338,-0.8226,-1.030353,-0.498375,0.124017,0.148661,3
156,'2019/04/30 13:05:44:338',18,0.410651,-0.15544,-1.094989,-0.890338,-0.8226,-1.030353,-0.498375,0.124017,0.148661,0.055068,0.410651,-0.15544,-1.094989,-0.890338,-0.8226,-1.030353,-0.498375,0.124017,0.148661,0.055068,3
157,'2019/04/30 13:05:44:354',18,-0.15544,-1.094989,-0.890338,-0.8226,-1.030353,-0.498375,0.124017,0.148661,0.055068,-0.169193,-0.15544,-1.094989,-0.890338,-0.8226,-1.030353,-0.498375,0.124017,0.148661,0.055068,-0.169193,3
158,'2019/04/30 13:05:44:373',18,-1.094989,-0.890338,-0.8226,-1.030353,-0.498375,0.124017,0.148661,0.055068,-0.169193,-0.137526,-1.094989,-0.890338,-0.8226,-1.030353,-0.498375,0.124017,0.148661,0.055068,-0.169193,-0.137526,3
159,'2019/04/30 13:05:44:389',18,-0.890338,-0.8226,-1.030353,-0.498375,0.124017,0.148661,0.055068,-0.169193,-0.137526,-0.17501,-0.890338,-0.8226,-1.030353,-0.498375,0.124017,0.148661,0.055068,-0.169193,-0.137526,-0.17501,3
160,'2019/04/30 13:05:44:407',18,-0.8226,-1.030353,-0.498375,0.124017,0.148661,0.055068,-0.169193,-0.137526,-0.17501,-0.011719,-0.8226,-1.030353,-0.498375,0.124017,0.148661,0.055068,-0.169193,-0.137526,-0.17501,-0.011719,3
161,'2019/04/30 13:05:44:425',18,-1.030353,-0.498375,0.124017,0.148661,0.055068,-0.169193,-0.137526,-0.17501,-0.011719,0.66275,-1.030353,-0.498375,0.124017,0.148661,0.055068,-0.169193,-0.137526,-0.17501,-0.011719,0.66275,3
162,'2019/04/30 13:05:44:448',18,-0.498375,0.124017,0.148661,0.055068,-0.169193,-0.137526,-0.17501,-0.011719,0.66275,0.251374,-0.498375,0.124017,0.148661,0.055068,-0.169193,-0.137526,-0.17501,-0.011719,0.66275,0.251374,3
163,'2019/04/30 13:05:44:448',18,0.124017,0.148661,0.055068,-0.169193,-0.137526,-0.17501,-0.011719,0.66275,0.251374,-0.160545,0.124017,0.148661,0.055068,-0.169193,-0.137526,-0.17501,-0.011719,0.66275,0.251374,-0.160545,3
164,'2019/04/30 13:05:44:475',18,0.148661,0.055068,-0.169193,-0.137526,-0.17501,-0.011719,0.66275,0.251374,-0.160545,-1.130647,0.148661,0.055068,-0.169193,-0.137526,-0.17501,-0.011719,0.66275,0.251374,-0.160545,-1.130647,3
165,'2019/04/30 13:05:44:511',18,0.055068,-0.169193,-0.137526,-0.17501,-0.011719,0.66275,0.251374,-0.160545,-1.130647,-1.467442,0.055068,-0.169193,-0.137526,-0.17501,-0.011719,0.66275,0.251374,-0.160545,-1.130647,-1.467442,3
166,'2019/04/30 13:05:44:512',18,-0.169193,-0.137526,-0.17501,-0.011719,0.66275,0.251374,-0.160545,-1.130647,-1.467442,-1.079793,-0.169193,-0.137526,-0.17501,-0.011719,0.66275,0.251374,-0.160545,-1.130647,-1.467442,-1.079793,3
167,'2019/04/30 13:05:44:544',18,-0.137526,-0.17501,-0.011719,0.66275,0.251374,-0.160545,-1.130647,-1.467442,-1.079793,-1.079793,-0.137526,-0.17501,-0.011719,0.66275,0.251374,-0.160545,-1.130647,-1.467442,-1.079793,-1.079793,3
168,'2019/04/30 13:05:44:545',18,-0.17501,-0.011719,0.66275,0.251374,-0.160545,-1.130647,-1.467442,-1.079793,-1.079793,1.23009,-0.17501,-0.011719,0.66275,0.251374,-0.160545,-1.130647,-1.467442,-1.079793,-1.079793,1.23009,3
169,'2019/04/30 13:05:44:575',18,-0.011719,0.66275,0.251374,-0.160545,-1.130647,-1.467442,-1.079793,-1.079793,1.23009,0.450267,-0.011719,0.66275,0.251374,-0.160545,-1.130647,-1.467442,-1.079793,-1.079793,1.23009,0.450267,3
170,'2019/04/30 13:05:44:575',18,0.66275,0.251374,-0.160545,-1.130647,-1.467442,-1.079793,-1.079793,1.23009,0.450267,-0.453292,0.66275,0.251374,-0.160545,-1.130647,-1.467442,-1.079793,-1.079793,1.23009,0.450267,-0.453292,3
171,'2019/04/30 13:05:44:616',18,0.251374,-0.160545,-1.130647,-1.467442,-1.079793,-1.079793,1.23009,0.450267,-0.453292,-1.50583,0.251374,-0.160545,-1.130647,-1.467442,-1.079793,-1.079793,1.23009,0.450267,-0.453292,-1.50583,3
172,'2019/04/30 13:05:44:617',18,-0.160545,-1.130647,-1.467442,-1.079793,-1.079793,1.23009,0.450267,-0.453292,-1.50583,-3.54562,-0.160545,-1.130647,-1.467442,-1.079793,-1.079793,1.23009,0.450267,-0.453292,-1.50583,-3.54562,3
173,'2019/04/30 13:05:44:659',18,-1.130647,-1.467442,-1.079793,-1.079793,1.23009,0.450267,-0.453292,-1.50583,-3.54562,-4.885334,-1.130647,-1.467442,-1.079793,-1.079793,1.23009,0.450267,-0.453292,-1.50583,-3.54562,-4.885334,3
174,'2019/04/30 13:05:44:659',18,-1.467442,-1.079793,-1.079793,1.23009,0.450267,-0.453292,-1.50583,-3.54562,-4.885334,-4.910425,-1.467442,-1.079793,-1.079793,1.23009,0.450267,-0.453292,-1.50583,-3.54562,-4.885334,-4.910425,3
175,'2019/04/30 13:05:44:678',18,-1.079793,-1.079793,1.23009,0.450267,-0.453292,-1.50583,-3.54562,-4.885334,-4.910425,-3.920434,-1.079793,-1.079793,1.23009,0.450267,-0.453292,-1.50583,-3.54562,-4.885334,-4.910425,-3.920434,3
176,'2019/04/30 13:05:44:678',18,-1.079793,1.23009,0.450267,-0.453292,-1.50583,-3.54562,-4.885334,-4.910425,-3.920434,-3.514271,-1.079793,1.23009,0.450267,-0.453292,-1.50583,-3.54562,-4.885334,-4.910425,-3.920434,-3.514271,3
177,'2019/04/30 13:05:44:706',18,1.23009,0.450267,-0.453292,-1.50583,-3.54562,-4.885334,-4.910425,-3.920434,-3.514271,-3.085957,1.23009,0.450267,-0.453292,-1.50583,-3.54562,-4.885334,-4.910425,-3.920434,-3.514271,-3.085957,3
178,'2019/04/30 13:05:44:706',18,0.450267,-0.453292,-1.50583,-3.54562,-4.885334,-4.910425,-3.920434,-3.514271,-3.085957,-1.824458,0.450267,-0.453292,-1.50583,-3.54562,-4.885334,-4.910425,-3.920434,-3.514271,-3.085957,-1.824458,3
179,'2019/04/30 13:05:44:725',18,-0.453292,-1.50583,-3.54562,-4.885334,-4.910425,-3.920434,-3.514271,-3.085957,-1.824458,-1.230231,-0.453292,-1.50583,-3.54562,-4.885334,-4.910425,-3.920434,-3.514271,-3.085957,-1.824458,-1.230231,3
180,'2019/04/30 13:05:44:745',18,-1.50583,-3.54562,-4.885334,-4.910425,-3.920434,-3.514271,-3.085957,-1.824458,-1.230231,-0.85026,-1.50583,-3.54562,-4.885334,-4.910425,-3.920434,-3.514271,-3.085957,-1.824458,-1.230231,-0.85026,3
181,'2019/04/30 13:05:44:767',18,-3.54562,-4.885334,-4.910425,-3.920434,-3.514271,-3.085957,-1.824458,-1.230231,-0.85026,0.20852,-3.54562,-4.885334,-4.910425,-3.920434,-3.514271,-3.085957,-1.824458,-1.230231,-0.85026,0.20852,3
182,'2019/04/30 13:05:44:783',18,-4.885334,-4.910425,-3.920434,-3.514271,-3.085957,-1.824458,-1.230231,-0.85026,0.20852,0.39126,-4.885334,-4.910425,-3.920434,-3.514271,-3.085957,-1.824458,-1.230231,-0.85026,0.20852,0.39126,3
183,'2019/04/30 13:05:44:807',18,-4.910425,-3.920434,-3.514271,-3.085957,-1.824458,-1.230231,-0.85026,0.20852,0.39126,0.165222,-4.910425,-3.920434,-3.514271,-3.085957,-1.824458,-1.230231,-0.85026,0.20852,0.39126,0.165222,3
184,'2019/04/30 13:05:44:807',18,-3.920434,-3.514271,-3.085957,-1.824458,-1.230231,-0.85026,0.20852,0.39126,0.165222,0.316738,-3.920434,-3.514271,-3.085957,-1.824458,-1.230231,-0.85026,0.20852,0.39126,0.165222,0.316738,3
185,'2019/04/30 13:05:44:833',18,-3.514271,-3.085957,-1.824458,-1.230231,-0.85026,0.20852,0.39126,0.165222,0.316738,0.795582,-3.514271,-3.085957,-1.824458,-1.230231,-0.85026,0.20852,0.39126,0.165222,0.316738,0.795582,3
186,'2019/04/30 13:05:44:855',18,-3.085957,-1.824458,-1.230231,-0.85026,0.20852,0.39126,0.165222,0.316738,0.795582,1.194097,-3.085957,-1.824458,-1.230231,-0.85026,0.20852,0.39126,0.165222,0.316738,0.795582,1.194097,3
187,'2019/04/30 13:05:45:038',18,-1.824458,-1.230231,-0.85026,0.20852,0.39126,0.165222,0.316738,0.795582,1.194097,1.256103,-1.824458,-1.230231,-0.85026,0.20852,0.39126,0.165222,0.316738,0.795582,1.194097,1.256103,3
188,'2019/04/30 13:05:45:038',18,-1.230231,-0.85026,0.20852,0.39126,0.165222,0.316738,0.795582,1.194097,1.256103,0.690317,-1.230231,-0.85026,0.20852,0.39126,0.165222,0.316738,0.795582,1.194097,1.256103,0.690317,3
189,'2019/04/30 13:05:45:067',18,-0.85026,0.20852,0.39126,0.165222,0.316738,0.795582,1.194097,1.256103,0.690317,0.017589,-0.85026,0.20852,0.39126,0.165222,0.316738,0.795582,1.194097,1.256103,0.690317,0.017589,3
190,'2019/04/30 13:05:45:067',18,0.20852,0.39126,0.165222,0.316738,0.795582,1.194097,1.256103,0.690317,0.017589,-1.233575,0.20852,0.39126,0.165222,0.316738,0.795582,1.194097,1.256103,0.690317,0.017589,-1.233575,3
191,'2019/04/30 13:05:45:067',18,0.39126,0.165222,0.316738,0.795582,1.194097,1.256103,0.690317,0.017589,-1.233575,-0.864816,0.39126,0.165222,0.316738,0.795582,1.194097,1.256103,0.690317,0.017589,-1.233575,-0.864816,3
192,'2019/04/30 13:05:45:067',18,0.165222,0.316738,0.795582,1.194097,1.256103,0.690317,0.017589,-1.233575,-0.864816,-0.09212,0.165222,0.316738,0.795582,1.194097,1.256103,0.690317,0.017589,-1.233575,-0.864816,-0.09212,3
193,'2019/04/30 13:05:45:067',18,0.316738,0.795582,1.194097,1.256103,0.690317,0.017589,-1.233575,-0.864816,-0.09212,1.801833,0.316738,0.795582,1.194097,1.256103,0.690317,0.017589,-1.233575,-0.864816,-0.09212,1.801833,3
194,'2019/04/30 13:05:45:067',18,0.795582,1.194097,1.256103,0.690317,0.017589,-1.233575,-0.864816,-0.09212,1.801833,3.143928,0.795582,1.194097,1.256103,0.690317,0.017589,-1.233575,-0.864816,-0.09212,1.801833,3.143928,3
195,'2019/04/30 13:05:45:067',18,1.194097,1.256103,0.690317,0.017589,-1.233575,-0.864816,-0.09212,1.801833,3.143928,3.435517,1.194097,1.256103,0.690317,0.017589,-1.233575,-0.864816,-0.09212,1.801833,3.143928,3.435517,3
196,'2019/04/30 13:05:45:067',18,1.256103,0.690317,0.017589,-1.233575,-0.864816,-0.09212,1.801833,3.143928,3.435517,2.917897,1.256103,0.690317,0.017589,-1.233575,-0.864816,-0.09212,1.801833,3.143928,3.435517,2.917897,3
197,'2019/04/30 13:05:45:067',18,0.690317,0.017589,-1.233575,-0.864816,-0.09212,1.801833,3.143928,3.435517,2.917897,4.636801,0.690317,0.017589,-1.233575,-0.864816,-0.09212,1.801833,3.143928,3.435517,2.917897,4.636801,3
198,'2019/04/30 13:05:45:067',18,0.017589,-1.233575,-0.864816,-0.09212,1.801833,3.143928,3.435517,2.917897,4.636801,5.277772,0.017589,-1.233575,-0.864816,-0.09212,1.801833,3.143928,3.435517,2.917897,4.636801,5.277772,3
199,'2019/04/30 13:05:45:067',18,-1.233575,-0.864816,-0.09212,1.801833,3.143928,3.435517,2.917897,4.636801,5.277772,3.860219,-1.233575,-0.864816,-0.09212,1.801833,3.143928,3.435517,2.917897,4.636801,5.277772,3.860219,3
200,'2019/04/30 13:05:45:087',18,-0.864816,-0.09212,1.801833,3.143928,3.435517,2.917897,4.636801,5.277772,3.860219,1.463782,-0.864816,-0.09212,1.801833,3.143928,3.435517,2.917897,4.636801,5.277772,3.860219,1.463782,3
201,'2019/04/30 13:05:45:104',18,-0.09212,1.801833,3.143928,3.435517,2.917897,4.636801,5.277772,3.860219,1.463782,1.574532,-0.09212,1.801833,3.143928,3.435517,2.917897,4.636801,5.277772,3.860219,1.463782,1.574532,3
202,'2019/04/30 13:05:45:122',18,1.801833,3.143928,3.435517,2.917897,4.636801,5.277772,3.860219,1.463782,1.574532,1.871125,1.801833,3.143928,3.435517,2.917897,4.636801,5.277772,3.860219,1.463782,1.574532,1.871125,3
203,'2019/04/30 13:05:45:146',18,3.143928,3.435517,2.917897,4.636801,5.277772,3.860219,1.463782,1.574532,1.871125,3.021136,3.143928,3.435517,2.917897,4.636801,5.277772,3.860219,1.463782,1.574532,1.871125,3.021136,3
204,'2019/04/30 13:05:45:146',18,3.435517,2.917897,4.636801,5.277772,3.860219,1.463782,1.574532,1.871125,3.021136,3.021136,3.435517,2.917897,4.636801,5.277772,3.860219,1.463782,1.574532,1.871125,3.021136,3.021136,3
205,'2019/04/30 13:05:45:170',18,2.917897,4.636801,5.277772,3.860219,1.463782,1.574532,1.871125,3.021136,3.021136,5.6174,2.917897,4.636801,5.277772,3.860219,1.463782,1.574532,1.871125,3.021136,3.021136,5.6174,3
